user,time,rating,content
jjxl2018,发表于 2024-01-21,5,我是一名医学基础课程老师，负责病理生理学的教学，为了适应新时代的需求，我们学校开设了一个新兴医学专业“医 X”。在新医科以人工智能、大数据、云计算为代表的科技革命新背景下，本专业在病理生理学教学课程中也融入人工智能、大数据等相关内容。李老师的计算机课不仅给学生带来新的技术技能，也给我们带来很多启发，为实现培养“学科交叉、服务临床、注重创新、引领发展”的复合型医学人才做好了充分的准备。
君辞2560,发表于 2023-12-18,5,非常好课程，使我的大脑旋转
mooc56490986133536953,发表于 2021-11-02,5,老师讲的太好了吧，人美又温柔，耐心解决问题，我学会了，yyds
mooc110061795291999110,发表于 2022-03-24,5,老师讲课生动有趣，带我们走进爬虫，让我又对计算机提起了兴趣(/≧▽≦)/~┴┴ (开心起来掀个桌没毛病吧～)
乳酸钠林格,发表于 2024-01-20,5,非常不错的课程，虽说是线上课程，但是学习效果丝毫不比线下课得效果差，老师线上回复十分及时，快速上手Python简直不要太爽，可视化的学习也是对Python语言理解的加深，更深一步理解了市面上各种各样的优美的数据大屏的来源和制作方法，技能upupup～
under.,发表于 2023-12-19,5,虽然我不是专门的计算机专业，面对代码这些东西会很有疑惑，但是李老师的授课方式和效果却是独一佳的，让原本无味的知识更加生动，易理解，课堂上也是十分轻松却也能够学到很多有用的知识，很喜欢李老师的课！！！
半夏不当行,发表于 2023-12-19,5,老师讲的很好，每个知识点都讲得很透彻，作为新手，感觉很清晰，特别是案例是一个完整的案例贯穿整个知识路线，比其他老师知识蜻蜓点水式的讲解好的不是一点半点，给老师点赞。
cugzhaohui,发表于 2022-01-05,5,老师讲的很好，每个知识点都讲得很透彻，作为新手，感觉很清晰，特别是案例是一个完整的案例贯穿整个知识路线，比其他老师知识蜻蜓点水式的讲解好的不是一点半点，给老师点赞。
十夏九黎k1235346241299621430,发表于 2025-05-21,5,课堂内容很丰富，老师讲得好好！
颜康20229411118,发表于 2023-03-22,5,老师非常棒，很好的课程！
顽皮1,发表于 2025-05-21,5,这门 Python 数据爬取与可视化课程堪称数据领域的 “宝藏课堂”！讲师以扎实的技术功底和生动的案例教学，将复杂的网络爬虫原理拆解为易懂的逻辑链条，从requests库的基础调用到反爬机制的巧妙应对，层层递进地揭开数据采集的神秘面纱。可视化环节更是亮点纷呈，无论是Matplotlib的基础绘图，还是Plotly的交互式图表，讲师都能结合实际场景（如电商销售趋势、社交平台舆情分析）演示操作，让静态数据 “活” 起来。课程设置兼具理论深度与实践厚度，配套的实... 更多
mooc42226058747289254,发表于 2025-05-21,5,讲Python像说脱口秀，知识点咔咔往我脑里钻！
mooc42399074866834020,发表于 2025-05-21,5,老师讲得太棒了
mooc11914815852490750,发表于 2024-03-25,5,我是一名临床医学的学生，正在学习Python数据爬取的内容。在新医科背景下，学科交叉，医工融合是时代大趋势，数据爬取对于医学领域论文写作来说无疑是一本葵花宝典，倚天屠龙剑。学习Python难免会遇到许多挫折和疑问，李老师的课程带我走出疑惑，如拨云见日，受益匪浅。
谢美丽飞飞飞,发表于 2024-03-25,5,老师超级好，传授的知识很懂，老师在很认真的教书，课堂气氛超级活跃，我要做一个大数据的医学生爬虫！！！
学员53eakada111726467573635545,发表于 2024-03-25,5,以前用电脑效率很低，耗费大量时间，学习了Python之后，爬取数据很快，对于医学生很有帮助
天天保护地球,发表于 2024-03-25,5,这门课程能让我更好地认识计算机与python，帮助我利用计算机进行数据处理，查找文献，有效地利用好网上资源。
墨摆摆,发表于 2024-03-13,5,学习爬虫课程是一种非常有趣和实用的经历。在这门课程中，我学到了如何使用编程语言和相关工具来自动化获取互联网上的数据。 首先，学习爬虫课程让我更深入地了解了互联网的工作原理。我学会了如何发送HTTP请求并解析返回的网页内容，了解了网页的结构和标记语言，如HTML和CSS。通过学习网页的结构，我可以更好地理解如何提取我需要的数据。 其次，学习爬虫课程使我掌握了一些常用的爬虫工具和技术。我学会了使用Python编程语言来编写爬虫程序，使用相关库，如Request... 更多
mooc42223994580055456,发表于 2025-05-21,5,李老师讲的很好，推荐推荐
见字如面k1234790862333042530,发表于 2025-05-21,5,从来没用过这么牛逼的python课程，让我的python成绩直接起飞
xsyk1238786763270571035,发表于 2025-05-21,5,哇！特别好的课程，这辈子我都走不出这个python这个大迷宫了。老师上课很有趣，但是我实在听不懂。
mooc42399018103921137,发表于 2025-05-21,5,这课太棒了，尤其是李晓昀老师，讲课清晰可懂，让我受益匪浅。
白-也,发表于 2025-05-21,5,老师的课程对我的Python学习很有帮助
mooc33892009599512322,发表于 2025-05-20,5,老师很负责任，内容丰富，讲的很好！
mooc33457055705277961,发表于 2025-05-02,5,非常好，很有吸引力
浮梦谪世,发表于 2025-05-02,5,很好的课程，学到了很多有用的知识
温壶春,发表于 2025-01-07,5,课程很详细
mooc34429602732246016,发表于 2024-11-01,5,对大数据可视化爬虫讲的很透彻，十分优秀。
@冷子兴,发表于 2024-11-01,5,老师的Python数据爬虫课真是太棒了！讲解深入浅出，让我这种小菜鸡都能轻松上手。而且老师超级有耐心，每次问题都能得到及时回复，真是太感谢老师啦~ 强力推荐哦~
2108李骏午,发表于 2024-10-26,5,强烈推荐此课程，老师讲的内容非常详细，想学python爬虫和可视化的同学一定要来看看
mooc173942998684223685,发表于 2024-06-19,5,老师讲的特别好，讲的特别细致，平时有问题也会及时回复，回复得也特别容易理解，真不错！
mooc10800937207421045,发表于 2024-06-17,5,老师讲的很生动有趣，很容易听会。
何鸣涛,发表于 2024-06-17,5,课程内容中使老师讲解详细举例生动，是学生容易理解老师的课程安排非常合理，能够让学生循序渐进的学进知识
零伍零九,发表于 2024-03-25,5,老师认真且负责，让我们看到了计算机与医学的结合，给我们提供了不同的视角。
mooc11740121521871021,发表于 2024-03-25,5,Python课程深入浅出，老师教学经验丰富，讲解清晰易懂，案例丰富实用，让人受益匪浅，强烈推荐给对编程感兴趣的朋友！
还得等会哈,发表于 2024-03-23,5,老师讲的很好，每个知识点都讲得很透彻，作为新手，感觉很清晰，特别是案例是一个完整的案例贯穿整个知识路线，比其他老师知识蜻蜓点水式的讲解好的不是一点半点，给老师点赞。
有追求的羊,发表于 2024-03-23,5,从老师这门课知道了爬虫，从爬虫才知道python，几乎算是小白，当学完若干个知识点后，自己的爬虫项目也完成了，挺有成就感的。
Gin2021,发表于 2024-03-23,5,非常不错的课程，虽说是线上课程，但是学习效果丝毫不比线下课得效果差，老师线上回复十分及时，快速上手Python简直不要太爽，可视化的学习也是对Python语言理解的加深，更深一步理解了市面上各种各样的优美的数据大屏的来源和制作方法，技能upupup～
Ryank12109848584915291573,发表于 2024-03-23,5,首先，课程涵盖了广泛的知识点，无论是基础学科还是专业课程，都充满了深度和广度。这不仅让我在专业领域有了更深的理解，也让我在日常生活中有了更多的谈资。
学员9cbakada39086357235034106,发表于 2024-03-18,5,学习python对临床医学专业的学生用处很大，对于科研项目的数据采集帮助很大
mooc10555019987660157,发表于 2024-03-15,5,从老师这门课知道了爬虫，从爬虫才知道python，几乎算是小白，当学完若干个知识点后，自己的爬虫项目也完成了，挺有成就感的。
学员5898kada146971649446424315,发表于 2024-03-14,5,非常好的课程
璃馗,发表于 2024-03-13,5,作为一个非计算机专业的学生，学习爬虫技术是一次非常有趣的经历。一开始，我对爬虫的概念和作用并不了解，只是听说过它可以用来获取互联网上的信息。但是，当我开始学习爬虫的基本原理和实现方法后，我发现它其实是一个非常实用的工具。 在学习爬虫的过程中，我也遇到了一些挑战。例如，有些网站的反爬虫机制非常复杂，需要我不断尝试不同的方法来突破它们。我非常感谢这次学习经历，并且希望将来能够继续探索更多关于计算机科学的知识。
徐新枫,发表于 2024-03-13,5,李老师讲课内容全面，讲课让人觉得通俗易懂
雷@,发表于 2024-03-13,5,太好了，pathon讲课最好的老师
mooc69037470728519842,发表于 2024-01-21,5,最近毕设需要用到爬虫技术来进行多页面数据采集，看了老师的课程之后成功解决了问题，老师讲的案例清晰易懂，也很耐心细致
1背带裤1,发表于 2023-12-31,5,这套课程是以案例的方式进行对专业知识的讲解，讲解的很细致
竹子k124578824489641939,发表于 2023-12-19,5,这门课让我对Python的兴趣大大提升，原来编程并不是那么枯燥！！现在遇到问题动不动就想着能不能写个程序来解决，啊啊啊
言nn,发表于 2023-12-19,5,确实挺不错的
mooc92981281204473329,发表于 2023-12-19,5,1、老师授课时重点突出，合理使用各种教学形式，比如在重点讲解某一部分时，为了能够确保学生听懂，充分利用课堂互动，演算比较清晰，易于让学生理解的特点。 2、课堂资料充实，简单明了，使学生能够轻简单松掌握知识。 3、老师教学的另一个特点师风趣，它能用日常生活中的简单例子来解释说明课程中的一些专有名词和概念，使课堂气氛活跃课程简单易学
Artis0318,发表于 2023-12-19,5,5星，+3
mooc173767715979160385,发表于 2023-12-19,5,老师讲的非常棒
吴永邯,发表于 2023-12-19,5,老师人美心善，讲得也很易懂，爱你老师么么哒
mooc161315225558643284,发表于 2023-12-19,5,讲得非常好
mooc103350183801268455,发表于 2023-12-19,5,李老师讲的特别好
刘烈凯,发表于 2023-12-18,5,上课内容新颖，内容很有感染力
19级卫检02刘致远,发表于 2023-06-08,5,首先，Python语言是种十分优秀且高效的编程语言，其次老师讲课生动详细，通过多种实例演示来达成教学目的，过程简单易懂，对同学们进行实际操作提供了优质的指导意见，最后感谢老师们的辛勤付出，望优质课程越来越好。
学员5209kada133342636225965678,发表于 2023-06-06,5,这门Python数据爬取和可视化的课程真的很不错。我学到了如何使用Python编写爬虫程序，从各种网站上获取数据，还学会了如何使用Python的各种数据可视化库，将数据以图表等形式生动地呈现给别人。老师的讲解真的非常好，她讲得很清楚，让我能够很轻松地理解每一个知识点。而且她的课程设计也很有趣，让我觉得学习编程也不是一件有多难的事情。总的来说，这是一门值得推荐的课程，无论是对于正在学习Python的初学者，还是想深入学习Python的高级用户，都非常有用！
没有名字我好难过,发表于 2023-06-06,5,太棒了，家人们！老师讲得太好了，我哭死。
寄西风丶,发表于 2023-03-22,5,good good老师上课讲的太好了，很有趣。
我愿轻狂伴你至深沉i,发表于 2023-02-28,5,老师讲的很好，很有意思，代入感很强，建议多加几节课
学员b969kada81017895624722164,发表于 2022-05-05,5,......
樂乐～,发表于 2022-03-27,5,老师讲得很好，通俗易懂，幽默风趣，非常有耐心，使我在短短几节课掌握让我受益匪浅的课，感谢老师。
南华大学机卓1901班颜雨洁20190010407,发表于 2022-03-24,5,李老师通俗易懂又幽默的讲授，让我喜欢上了Python，以后自己也会继续更加深入了解学习这个技能，感谢老师的讲授和带领。
伏地魔老先生,发表于 2021-11-04,5,客服的服务态度很好，很耐心地解决了我的问题，宝贝质量也很棒，可以色差，下次还会回购。
F-F_,发表于 2021-11-02,5,这老师讲的是真不错，老师讲解的内容也非常通俗易懂，非常推荐
灰白衬衫,发表于 2021-11-02,5,yyds！
待如初i,发表于 2021-11-02,5,老师讲的特别好，简洁清晰，短小精悍，推荐！！！
BBi8booo,发表于 2021-11-02,5,大河弯弯向东流，就是这么牛.
mooc97204528151800317,发表于 2021-11-02,5,很棒，下次还回来
木色青鱼,发表于 2021-11-02,5,老师很棒，性格温和有耐心，上课方式很有趣，通俗易懂。
mooc97186759266349169,发表于 2021-11-02,5,晓昀老师讲的太好了，以前不会的我都会了，腰也不疼了，腿也不痛了，感觉智商都上了好几个台阶。
计算机不是有手就行??,发表于 2021-10-27,5,喜欢老师的上课方式，有钱不枯燥，课间和我们沟通交流，亦师亦友，很感激能在大学能有这样一位恩师。
mooc1466606073790,发表于 2021-10-16,5,电脑小白的我，本着试一试的心理尝试听课。几个视频下来，居然听懂了！坚持，坚持！
mooc77324684381093121,发表于 2021-09-29,5,强烈推荐此课程，老师讲的内容非常详细，想学python爬虫和可视化的同学一定要来看看
ykt66459755166177946,发表于 2021-09-29,5,初学Python这门课的时候觉得挺难的，后来在老师的帮助和指导下，渐渐发现这门课很有意思，老师很耐心，和蔼可亲，顿时学这门课有了极大的乐趣。
Brooksk1227383935156541472,发表于 2021-09-26,4,老师讲课十分认真投入，内容纲举目分，条理性很强，而且特别善于举例，让同学理论联系实际，学习起来十分轻松，而且印象深刻，收到良好的效果。老师为人和蔼，课堂能与同学们互动，营造温馨的课堂气氛。 老师治学严谨，能深入了解学生的学习，循循善诱，平易近人。
Professorliugang,发表于 2025-06-20,5,精彩绝伦 受益匪浅 深入浅出 言简意赅
mooc31364846025089690,发表于 2025-06-08,5,非常好，五星好评
马森so,发表于 2025-06-08,5,学到了很多新的知识
黄宪业学员,发表于 2025-06-01,5,对Python的理解加深了
溜雅玲,发表于 2025-05-29,4,很好，易懂
NJUPTB23130721宋开通,发表于 2025-05-29,5,讲的很好，通俗易懂
梦想放飞mooc1524580365590,发表于 2025-05-29,5,很好，课程学的通俗易懂
mooc41471236196652368,发表于 2025-05-25,5,很好很好啊
洪山镇一饭,发表于 2025-05-22,5,老师的课真的很好，讲得很清楚。而且最特别的是，能提升我的编程素养，比如老师多次提醒我们要善于利用互联网资源，就是开发工具的官方文档那些，有的东西不用特意去强迫自己记忆，而这些才是正确的进步方向。哪怕是非软件工程专业的我，也能获知这些经验。感谢老师！
mooc197582141228079516,发表于 2025-05-21,5,课程太好玩了，能学到很多，最好的是能够从文献抓取数据自己整理，学到了很多好玩的程序编程可以自己自己设计程序，学习到很多数据抓取的网站，老师教的很厉害
Y不见H,发表于 2025-05-21,5,这门Python数据爬取与可视化课程结构紧凑、实用性强，课程注重技术实操与法律合规性平衡，配套代码模板清晰易用，适合有一定Python基础的学习者快速入门。
mooc34747580931303584,发表于 2025-05-21,5,非常好非常好，特别好十分好
mooc677424946633369,发表于 2025-05-21,5,哈哈哈哈哈哈哈哈哈
mooc202356671371669912,发表于 2025-05-21,5,这门Python课程超赞！知识点讲解清晰易懂，从基础到实战循序渐进。课后练习实用，项目实战能快速提升动手能力，讲师答疑及时，强烈推荐！
洛小元,发表于 2025-05-21,5,这学Python多是一件美事啊，不咸不淡，味道好极了。为什么不学啊？！学！学啊！不学，不学是吧！不学，不学我就编死你！
mooc34790847950621214,发表于 2025-05-21,5,厉害厉害厉害
mooc42223630553057292,发表于 2025-05-21,5,"上python,我只上这位老师的Python，上mooc搜Python数据爬取与可视化， 老师，你的课程666"
学员d568kada89289158370489048,发表于 2025-05-21,5,不戳不戳，老师讲解生动有趣
mooc42335134537809100,发表于 2025-05-21,5,非常详细易懂
mooc38178182098603911,发表于 2025-05-21,5,老师讲的通俗易懂，赞赞赞
何如莫识卿,发表于 2025-05-21,5,讲解耐心细致，收获良多
mooc42224724206138834,发表于 2025-05-21,5,老师讲的太好了吧\（‘V’）/
mooc39770353963185986,发表于 2025-05-21,5,头脑风暴storm
mooc38733933593525017,发表于 2025-05-21,5,讲解深动有趣，能够很清晰的了解所有知识点
mooc34884092929176277,发表于 2025-05-21,5,老师讲的很好
mooc38686963102384293,发表于 2025-05-21,5,老师太强啦，非常好的课程！
mooc40472512427153249,发表于 2025-05-21,5,李老师上课氛围非常好，教学生动有趣，直接提起医学生学计算机的兴趣！
沈衣k12202369400742170322,发表于 2025-05-21,5,这课太好了
Muzz-,发表于 2025-05-21,5,授课老师讲课又好人又好看，很有收获！
mooc22307890706091325,发表于 2025-05-21,5,厉害厉害厉害
alwaysk12205014708373482605,发表于 2025-05-21,5,老师非常专业，非常温柔，很有耐心，超级推荐
mooc42224302779822957,发表于 2025-05-21,5,很不错的课程，受益匪浅
mooc42335492950747802,发表于 2025-05-21,5,知识点丰富，内容详细，很有用！
mooc42225221090070157,发表于 2025-05-21,5,老师非常耐心，讲的也很基础，这么好的老师很少见了，且学且珍惜
mooc34882053081562785,发表于 2025-05-21,5,作为医卓的学生，虽然python学习不深入，但这门课程给了我很多机会能学习基础课程之外的东西，非常好的课，推荐大家来学
mooc21632787980075665,发表于 2025-05-21,5,非常好的课程 使我的大脑旋转
云k1236455706060835139,发表于 2025-05-21,5,我是一名临床医学的学生，在这么久以来的学习中，我感受到了老师的耐心讲解和细心教导。我的收获非常大，而且能够给予我很多的收获
学员82d8kada21635496884896306,发表于 2025-05-21,5,老师帅气细心教的内容也很有趣实用 老师我爱你lovelove
mooc31798307734735400,发表于 2025-05-21,5,很喜欢老师的课程，在医学数据分析非常有用，喜欢老师！！！！！！
Siestak1236912680900996730,发表于 2025-05-21,5,超级有用切吗，讲解很详细，很值得一听
mooc36455528061245311,发表于 2025-05-21,5,老师很厉害，通过此课程学到了很多有用的知识
mooc42334583554331843,发表于 2025-05-21,5,李老师讲课深入浅出
唐语安,发表于 2025-05-21,5,非常好课程，使我大脑旋转。
mooc28717748314208072,发表于 2025-05-21,5,老师上课非常棒，非常认真，每个地方都会详细解决，还会拓展知识，非常优秀。
时源k1225673311918669419,发表于 2025-05-21,5,非常好，受益匪浅
mooc356420043707565,发表于 2025-05-21,5,李老师讲的很细哦，风格也很有趣
mooc29659842315774964,发表于 2025-05-21,5,课程详细生动
mooc34881840578232290,发表于 2025-05-21,5,哇塞，超级好啊
㍿k1291875650557184658,发表于 2025-05-20,5,老师讲的很清楚 零基础也通俗易懂 上课也生动有趣 引人入胜 老师所讲的内容对于一个医学生来说有着莫大的帮助 教会了医学生如何爬取医学数据 如何保存医学数据 并且如何让医学数据可视化 对医学生在医学文献的分析上有着莫大的帮助
讨厌苯酚,发表于 2025-05-20,5,老师的课程非常好
mooc41247122478065028,发表于 2025-05-20,5,感受较好。
mooc212091838020238699,发表于 2025-05-20,5,课程实用性强，内容全面，逻辑清晰
爱睡觉的芸,发表于 2025-05-20,5,本人觉得这本门课程对我的帮助非常之大 特别喜欢李老师的讲课方式
mooc49475853783986649,发表于 2025-05-20,5,可以不错棒棒哒
mooc49475732842487542,发表于 2025-05-20,5,课程非常详细，听的很清楚，课程模式新颖，对我帮助很大，让我受益匪浅，希望此类课程越多越好
刘睿k1244213504262703700,发表于 2025-05-20,5,老师讲解深入浅出，从基础语法到实战项目都安排得明明白白，每个知识点都搭配了生动案例，理解起来毫无压力。课后作业和答疑环节也超贴心，跟着学下来，现在已经能独立完成简单爬虫和数据分析了.
杨嘉慧ykt75434911711050316,发表于 2025-05-20,5,老师讲的很好ヾ(・ω・*)ノ，本学期的计算机课程学习体验令人印象深刻，老师以扎实的专业功底和独特的教学方式，让复杂的计算机知识变得通俗易懂。
mooc48047075596559899,发表于 2025-05-20,5,授课方式新颖，打破传统的教学方式，在课堂上总会收获很多，颇有感触！
安浅·云汐,发表于 2025-05-20,5,相当有深度
Echok1221988305265045893,发表于 2025-05-20,5,李老师的Python课程生动有趣。集Python的简洁性、便捷性、应用性、可行性、可视化为一体。强调练学结合，不仅提高了学生的coding水平，还全面而扼要地将Python作为一份高效工具献给学生。
mooc192867983483442607,发表于 2025-05-20,5,非常全面的讲解，老师讲得很仔细也很清晰，学了之后很容易理解，对自己帮助很大
mooc212091756207074789,发表于 2025-05-20,5,老师讲的很详细很好
不喝纯牛奶k1246499201541909232,发表于 2025-05-20,5,老师讲得非常好，生动具体，让人很爱听。
摆摊福比,发表于 2025-05-20,5,课程内容完善，讲解清晰，
東方樹葉,发表于 2025-05-16,5,非常好的Python课程，特别是Pandas模块的讲解，希望老师多多开课。
Gaveya,发表于 2025-05-08,5,"i love this subject, the classes are so intense and interesting. there is a lot of knowledge, and i want to learn more about it"
Laiba Safdar,发表于 2025-05-08,5,I found this course very beginner friendly as it helped me build my python coding foundation.
mooc48383435051217480,发表于 2025-05-08,5,"you are a very good teacher , you are always very enthusiastic to teach , your English is also very good and you have a really great energy."
mooc6727928532134033,发表于 2025-05-08,5,"very good teacher. method of teaching is really friendly, also maintain good connection with students. easy to learn from you also not booorring lectures. thank you so much teacher for knowledge that you convey to us. your student... 更多"
mooc48385727750382413,发表于 2025-05-08,5,"Erin teacher is very nice, she teaches very well and she is very understanding."
道达【Keita】,发表于 2025-05-07,5,This course is very helpful to me as an International student is Studying MBBS. I have interest in research work as an upcoming Medical doctor.
金洪范8876,发表于 2025-03-11,5,学了很多知识 对生活充满信心
mooc26926189968859430,发表于 2025-02-19,5,挺不错的 一个学习软件
fanzh,发表于 2025-02-12,5,李老师讲得真是好！
公管类230320230021卢子博,发表于 2024-12-29,5,可以看出老师很认真、很负责
mooc35787938452874661,发表于 2024-12-29,5,非常好，不错，很好
mooc142791375369115653,发表于 2024-12-29,5,很好很细心
mooc37767630386940936,发表于 2024-12-28,2,真的很好，很容易理解
Zhangjiaxiong,发表于 2024-12-28,5,很不错值得推荐
mooc27651454148760930,发表于 2024-12-28,5,内容丰富，学的东西很多
mooc46202603328577262,发表于 2024-12-28,5,这门课让我收获很多
mooc68783171458480852,发表于 2024-12-24,5,学了这门课，我从一个门外汉，居然能看懂程序运行的逻辑
爱学习的光光123,发表于 2024-12-23,5,课程设计挺好
mooc36095948778145761,发表于 2024-12-18,5,"OF ALL THE TEACHERS DURING MY STUDIES IN USC ,THIS COMPUTER TEACHER IS ONE OF THE FRIENDLIEST AND ON OF THE TEACHERS WHOSE COURSE I UNDERSTOOD BEST, AND IT'S ALSO THIS COURSE THAT I'M GOING TO MISS.THANK YOU ERIN LAOSHI AND KEEP U... 更多"
mooc37762046076885109,发表于 2024-12-18,5,"An exceptinal teacher,explains complex conceptsvery easily,not only in chinese teaches well from english too,then that was very easy for foreign students to understand.i well inspired to learn python in my future and this will m... 更多"
ykt1501580501872,发表于 2024-12-18,5,"i recently completed my python course, and i have to say it was an outstanding experience! from the very begiing, the course as well structured, making complex concepts easy to grasp. the blend of theory and practical exersice pr... 更多"
mooc36096106730367324,发表于 2024-12-18,5,"i think it is one of the best python teaching courses, espically considring that i am an international students. i think even 5 stars is not enough for the course. even the way the teacher teaches is amazing."
mooc36205155603303845,发表于 2024-12-18,5,"I learned a lot of new things from this site and the teacher did a good job,I think it is the best sourse to learn python"
mooc198883955252325975,发表于 2024-12-18,5,Awesome course. It helped me so much that i can't describe in words.Thank you for launching such a wonderful course.
mooc198208429933143004,发表于 2024-12-15,5,特别特别好，非常非常喜欢
王宇晴T2022207143,发表于 2024-11-28,5,TAIHAILEBA
牛星晢,发表于 2024-11-26,5,非常有收获
学员3cd8kada77233726854117714,发表于 2024-11-09,5,老师都很好，讲的很详细
22大数据与会计1班张艳萍,发表于 2024-11-07,5,非常好的课程
Cookiek1234160399397997971,发表于 2024-11-06,5,老师讲的非常认真细致 很有耐心 也收获了很多关于python的知识 能用到生活和学习中 给老师点赞！
不要看我不要看我,发表于 2024-11-01,5,非常不错的课程，学习效果丝毫不比线下课得效果差，老师线上回复十分及时，快速上手Python简直不要太爽，可视化的学习也是对Python语言理解的加深，更深一步理解了市面上各种各样的优美的数据大屏的来源和制作方法
北野k1231531573056873261,发表于 2024-11-01,5,上了李老师的课，才深切感受到什么叫高质量教学。老师不仅专业知识极其渊博，对课程里的每个细节都了如指掌，还能旁征博引，结合很多实际案例来讲授理论知识，这使得那些原本枯燥的内容一下子变得生动有趣起来。老师的教学方法也很灵活多样，小组讨论、课堂练习等环节让我们有更多机会去实践运用所学，大大提高了我们的学习效果。这门课程让我对这个学科有了全新的认识和浓厚的兴趣，非常感谢老师！
mooc31706497253270243,发表于 2024-11-01,5,有很多爬取技术，很好玩，推荐学习
明日晋升斗帝,发表于 2024-11-01,5,好好好好好！
mooc130394985024705539,发表于 2024-11-01,5,内容有趣丰富
君踏桃花归k1296241038960562306,发表于 2024-11-01,5,好！！！！！
小陈同学abc,发表于 2024-11-01,5,不知道该怎么评价更有趣，爬虫真的是一个很有趣的项目，有趣的老师有趣的题目，上课就像在跟老师交朋友，不论是谁都可以爱上这门课程
mooc138757176804355418,发表于 2024-11-01,5,verygood
mooc28870941770402515,发表于 2024-11-01,5,老师讲的太好了吧，人美又温柔，耐心解决问题，我学会了，yyds
清平乐.k1231533229820845974,发表于 2024-11-01,5,必须给李老师的课程点个大大的赞！老师在讲课时充满激情，这种热情很容易就感染了我们，让我们也能全身心地投入到学习当中。课程的课件制作精良，重点突出，一目了然，配合老师生动的讲解，让我们能更好地把握关键知识点。老师还特别耐心，对于同学们的疑惑总是不厌其烦地解答，直到大家都明白为止。在这门课里，我学到了很多宝贵的知识和技能，真的很幸运能遇到这样一位优秀的老师！
我是熊憨憨,发表于 2024-11-01,5,课程内容丰富，非常有趣
mooc147234896965856452,发表于 2024-11-01,5,老师授课时重点突出，合理使用各种教学形式，比如在重点讲解某一部分时，为了能够确保学生听懂，充分利用黑板推理，演算比较清晰，易于让学生接受的特点
mooc97275926301305676,发表于 2024-11-01,5,老师讲课超级有趣，性格超级好，讲的知识很清晰很容易理解，为老师打call
McAlister,发表于 2024-11-01,5,太好了，学到了很多有用的东西
fahaxikizl,发表于 2024-11-01,5,这课哪里无聊了 这课可太棒了
k1265476146274770097,发表于 2024-11-01,5,我最近参加了一门大数据爬虫课程，体验感超棒，必须要给一个大大的好评！ 课程内容丰富且极具专业性。从爬虫的基本原理开始讲起，逐步深入到各种复杂的爬取场景和技术应用。无论是对于初学者还是有一定基础的人来说，都能在课程中找到自己的提升点。对于像我这样对大数据爬虫领域感兴趣但又不知从何下手的人来说，这门课程就像是一盏明灯，照亮了我前行的道路。 授课老师非常专业且富有耐心。在讲解过程中，老师能够用通俗易懂的语言把复杂的概念解释得清清楚楚。遇到学员的问题，总是及时、耐... 更多
一川k12110000814499920926,发表于 2024-11-01,5,太棒啦！这是我上过最好的课程，老师幽默风趣，干货满满，真的太爱啦！
mooc31542375764292219,发表于 2024-11-01,5,老师讲的不错
mooc97211907587122256,发表于 2024-11-01,5,好，非常好，好爆了
mooc145407637344442104,发表于 2024-11-01,5,老师美丽又风趣，还能教我们爬小说
郑晨k12112480780150031074,发表于 2024-10-28,5,很棒的课程 受益匪浅
mooc118610668598592705,发表于 2024-10-26,5,老师讲的太棒了，受益匪浅
mooc97273874515105714,发表于 2024-10-26,5,老师的课太有趣了！！！学到了超级多知识!
mooc97273971373922647,发表于 2024-10-26,5,老师的课太有趣了！学到了超级多的东西，老师教的非常有趣！
学员4a99kada97975457451149216,发表于 2024-10-26,5,老师很好，课程很有意思，易懂
苏睆白,发表于 2024-10-26,5,老师讲的非常好，对知识点讲的很透彻，通俗易懂！
一个debu罢了,发表于 2024-10-26,5,老师课讲的非常通俗易懂，让我对于这方面的知识有了很多了解，非常的有用的一个课程
秋日私语。,发表于 2024-10-26,5,老师教的很有用
